,ACSM5,ADORA3,ALDH18A1,ALG9,ALKBH7,ARHGAP26,ATG9A,BCKDHB,BCKDK,BDKRB1,CDKN1A,CDKN1B,CDKN2C,CLCNKB,CLEC1A,COQ5,COX11,CSNK1D,CSNK1E,CYP11B1,DGUOK,DKK2,DUSP10,DUSP16,EARS2,ECHDC3,GLYATL1,GMIP,GNRHR,GPR152,GPR176,HEMK1,KCND1,KIR2DL1,KLC1,KLC3,LDHAL6B,LY6K,MCAT,METTL17,MIPEP,MRPS2,NDE1,NDEL1,NEU1,NPBWR2,OLFML3,OR10H2,OR12D3,OR13A1,OR2A2,OR2AE1,OR2L13,OR2S2,OR5C1,OR6B2,OR7E2P,OS9,PAFAH1B1,PHB1,PIGV,PPP1R3B,PPP1R3C,PTGR3,RHBG,RIDA,SCAPER,SFTPD,SLC22A13,SLC22A14,SLC25A25,SLC7A9,SLCO6A1,SOSTDC1,SPSB1,SPSB4,SYT1,SYT2,TSPAN32,TUFM,UCP2,UQCRFS1,VSIR
PPP1R3B,-0.15216742,0.40979388,-0.19639891,0.29633388,-0.11680405,0.09445699,0.4050181,-0.17231712,-0.14573255,0.3333149,0.20634437,0.21613055,0.17162186,0.363986,-0.002090631,-0.15107742,0.02215786,-0.1760927,-0.14843965,-0.10651006,-0.1595529,-0.027220618,-0.026214505,0.012361369,-0.10378254,-0.007794911,-0.111007094,0.07088058,0.39058164,0.20800495,0.3403541,-0.07676988,0.26177108,0.037071303,-0.06410518,-0.05845906,-0.101021,0.31787255,-0.08823906,-0.16388589,-0.11774436,-0.173537,0.148207,0.1063292,0.07615772,0.33915317,0.066777796,0.39441484,0.355708,0.274427,0.31754547,0.33430725,0.4041033,0.30829975,0.2643383,0.2523455,0.281548,0.0011262782,0.12079987,0.020863665,0.3960677,1.0,0.84531826,-0.17286459,0.29349738,-0.11585153,0.34552777,0.06563173,0.34010494,0.31511736,0.10623539,0.3643601,0.30901945,-0.02286719,0.100179605,0.047869727,0.21037252,0.23835596,0.41041645,-0.060372192,0.0059609525,-0.1438159,-0.09196802
PPP1R3C,-0.16301821,0.28234652,-0.22504663,0.20974198,-0.14484645,0.058708698,0.28949186,-0.21595554,-0.15348318,0.24253419,0.2580998,0.23992524,0.24677166,0.2597637,-0.013865123,-0.15685396,-0.038840417,-0.13781826,-0.16703048,-0.16222641,-0.18482739,-0.032865398,-0.09067145,-0.07341899,-0.13526098,-0.068593636,-0.127561,0.10335693,0.29299515,0.14576375,0.19085339,-0.092739984,0.16260861,0.044770356,-0.14760984,-0.14923726,-0.1356653,0.20148477,-0.10505429,-0.20436774,-0.11677238,-0.2065753,0.11276963,0.075777225,0.04383336,0.23236611,0.07592484,0.279567,0.20353387,0.18618026,0.19271947,0.19100593,0.29828775,0.2306861,0.17990497,0.13006452,0.2020065,0.014563225,0.051720478,-0.072175816,0.24424326,0.84531826,1.0,-0.19424444,0.21519887,-0.14473286,0.25627756,0.05264055,0.24611658,0.17557374,0.013645617,0.24849656,0.21375379,-0.05129197,0.1290856,0.05036725,0.24148424,0.25071108,0.2968324,-0.06686938,-0.047070414,-0.14612976,-0.035057954
PTGR3,0.83971786,-0.09294976,0.73813653,-0.036042307,0.81620485,-0.056765936,-0.084460944,0.6865833,0.7888166,-0.12952867,-0.02596838,-0.021378625,0.047754824,-0.060622875,-0.084740795,0.8504943,0.07568502,0.27171308,0.3409521,0.7853635,0.8347187,0.023708701,0.013548527,-0.074029416,0.79267204,0.7273627,0.81789684,-0.060025424,-0.12548074,-0.12375488,-0.04351754,0.82577866,-0.072439924,-0.08326714,0.20194203,0.17387356,0.78071105,-0.077922024,0.8139528,0.8323654,0.84209764,0.7742779,-0.07555718,-0.042951576,-0.10707852,-0.06544694,-0.1382703,-0.12444518,-0.08730189,-0.08795169,0.022167198,0.0041655237,-0.19044372,-0.12892413,-0.10612712,-0.002064854,-0.07264586,-0.104175456,0.02121063,0.17969885,-0.037776615,-0.17286459,-0.19424444,1.0,-0.09395916,0.8819317,-0.07638572,-0.18225822,-0.10599621,-0.018950392,0.09488374,-0.116224915,-0.058699686,0.07493928,0.07624472,0.18459582,0.029105676,-0.105113685,-0.051965225,0.80445755,0.20231608,0.8101123,-0.0154275745
RHBG,-0.07855354,0.80949736,-0.033980504,0.75686884,-0.05422228,0.31137654,0.74209833,-0.055579185,-0.08567427,0.8559916,0.06401426,0.08131888,0.0607441,0.83171165,0.05879682,-0.08097163,0.17205104,0.0009171292,0.0077195764,0.010991219,-0.049439203,-0.023284001,0.096790165,0.14703041,-0.053221896,-0.018884756,-0.06429182,0.2836968,0.89083135,0.8107143,0.8494046,-0.037035096,0.7197009,-0.012815688,0.005644208,0.040072057,0.023796543,0.82689285,0.015311338,-0.058227368,-0.088963784,-0.052893035,0.028466381,0.019842882,0.13185012,0.8523329,0.0840183,0.8670996,0.8050175,0.8556752,0.73944217,0.7726735,0.86399925,0.9097835,0.83981013,0.8719497,0.788362,0.040555157,0.011344212,0.12876771,0.7785203,0.29349738,0.21519887,-0.09395916,1.0,-0.0057468973,0.8042494,0.12979013,0.8724037,0.7859125,0.18242465,0.86144304,0.8586606,0.06843944,-0.06318432,-0.14378229,0.31124386,0.3556245,0.65532,-0.02439243,0.14305393,-0.08512297,-0.035735965
RIDA,0.8556838,-0.0062719397,0.76541424,0.01952444,0.87203395,-0.023812283,-0.014150895,0.71559024,0.80598736,-0.06285964,0.024217794,0.030195288,0.08167732,0.013735769,-0.11000653,0.880249,0.18199342,0.23886007,0.32375875,0.8398409,0.8748941,0.024845839,0.005137453,-0.065716535,0.8059606,0.7946458,0.8538239,-0.01479375,-0.03889118,-0.06760822,0.03794985,0.83615905,0.0034808759,-0.043245874,0.25535163,0.24794684,0.829986,0.0063622966,0.8568126,0.80486804,0.8580086,0.8268305,-0.023601178,0.022617355,-0.12403597,0.020298097,-0.14369434,-0.02836565,0.017885163,-0.0017475961,0.097780906,0.08914942,-0.092796184,-0.048734285,-0.036730822,0.06620652,0.017237963,-0.1126943,0.08399406,0.27017453,0.037043024,-0.11585153,-0.14473286,0.8819317,-0.0057468973,1.0,0.008166438,-0.16737944,-0.012594376,0.059315566,0.2062732,-0.022073563,0.031734735,0.09229947,0.082028404,0.17153104,0.077996194,-0.054677896,0.018776426,0.8537964,0.2856709,0.81531376,-0.0023226235
SCAPER,-0.04639267,0.7612867,0.010415288,0.7403894,-0.024902405,0.24095869,0.79091394,-0.032409973,-0.08553365,0.76827836,0.1318453,0.16737036,0.16447549,0.7860098,-0.030121973,-0.065136164,0.24688189,-0.07065574,-0.019211216,0.052893706,-0.035074003,0.008011349,0.101935714,0.16743428,-0.018103374,0.026042864,-0.07833795,0.24116479,0.8253412,0.65132284,0.7944894,-0.022971725,0.6889785,-0.00682158,0.051969916,0.08515926,0.1149294,0.77335334,0.027373109,-0.06774765,-0.08358062,-0.005296817,-0.02753776,-0.03432663,0.06953007,0.84443414,0.019878855,0.810654,0.7719805,0.7759578,0.74006665,0.7799542,0.8060069,0.7814941,0.68938196,0.78182346,0.7944775,-0.016727839,-0.040089495,0.21780711,0.8073905,0.34552777,0.25627756,-0.07638572,0.8042494,0.008166438,1.0,0.0797209,0.77829975,0.8015579,0.2594843,0.8408279,0.7767605,0.07711879,-0.08046833,-0.15771589,0.33226246,0.33673555,0.73535323,-0.0061401725,0.19103697,-0.061579056,-0.053000502
SFTPD,-0.16303757,0.028979143,-0.22467329,0.07227221,-0.14484258,0.06669501,-0.014412409,-0.24763662,-0.12371828,0.082518205,-0.049650766,-0.060808405,-0.054660782,0.06873457,0.7819077,-0.14299598,-0.19734757,0.06356294,-0.017344996,-0.19897763,-0.2140617,0.019771844,-0.0454479,-0.013555147,-0.11169548,-0.11646037,-0.12990335,0.06934407,0.10073352,0.124639004,0.043561965,-0.13077766,0.043365307,-0.034871314,-0.05616079,-0.060089484,-0.17106017,0.03194297,-0.14144665,-0.12482974,-0.1519115,-0.16815859,0.05696463,0.05183986,0.7149699,0.07482912,0.8150558,0.026584487,0.073724344,0.12068902,-0.028010063,0.006941125,0.09037079,0.0981292,0.098276585,0.049291544,0.054571483,0.81803715,0.06029626,-0.12253028,0.078457005,0.06563173,0.05264055,-0.18225822,0.12979013,-0.16737944,0.0797209,1.0,0.097715884,0.01923191,-0.14217103,0.11682931,0.041173756,0.011173107,-0.019651333,-0.053180024,0.0033351965,0.08019798,-0.061439186,-0.18007939,-0.1533644,-0.18062392,-0.09709611
SLC22A13,-0.09279949,0.8279527,-0.04302039,0.76968104,-0.059016004,0.3075676,0.7287415,-0.057081267,-0.09017272,0.8780459,0.020222642,0.051425602,0.04345305,0.856347,0.0052385116,-0.110550314,0.1857613,0.004227631,0.0057877004,0.015749848,-0.051410176,-0.018768437,0.13794371,0.18863018,-0.04242322,-0.0018322319,-0.080101654,0.27381408,0.88697726,0.84984595,0.8152039,-0.029909223,0.7276239,-0.0050489046,-0.020933148,0.011169072,0.06236916,0.8200884,-0.018050622,-0.06589481,-0.08055447,-0.057258353,0.010722639,0.011149749,0.08809302,0.8437722,0.044948112,0.87863547,0.80711234,0.8752011,0.7338738,0.77580076,0.8480372,0.9346012,0.88208413,0.81180465,0.7930665,-0.008873299,0.028741296,0.17123511,0.7504383,0.34010494,0.24611658,-0.10599621,0.8724037,-0.012594376,0.77829975,0.097715884,1.0,0.78919023,0.17507674,0.9104736,0.8348192,0.043213792,-0.117593676,-0.1753949,0.30250385,0.36870617,0.69548684,-0.04001102,0.14110504,-0.0909559,-0.052845508
SLC22A14,0.00039057247,0.7918662,0.039730605,0.77761406,0.012933817,0.26909357,0.79048353,0.032770775,-0.03275085,0.7523738,0.095507145,0.14759222,0.12077637,0.78736365,-0.047027655,-0.034675155,0.26913643,-0.08960632,-0.027060434,0.10928926,0.023820952,0.008641364,0.1788756,0.21000972,0.043441065,0.102830335,-0.014306411,0.22679192,0.8279166,0.6407716,0.82708865,0.04695234,0.7521225,0.0199719,0.08519483,0.13928784,0.16207986,0.7937067,0.05108715,0.021581996,-0.027725011,0.013965372,0.060650412,0.03322888,0.065268435,0.80844873,-0.05046595,0.82866794,0.813467,0.7396562,0.78873473,0.79956317,0.8052517,0.7687455,0.68139213,0.8088599,0.763576,-0.06947073,0.053853296,0.2208039,0.828427,0.31511736,0.17557374,-0.018950392,0.7859125,0.059315566,0.8015579,0.01923191,0.78919023,1.0,0.25805187,0.82446235,0.79099286,0.0682784,-0.06302793,-0.12477541,0.30412418,0.30750638,0.76134163,0.02771649,0.19157797,-0.014270665,-0.031295445
SLC25A25,0.07002879,0.22570734,0.3653892,0.25571203,0.1819396,-0.040656053,0.27515537,0.42221034,0.005851783,0.18717259,-0.030722076,-0.024427833,0.015019423,0.18809736,-0.18056768,0.07437637,0.8224175,0.03408677,0.14599712,0.35913163,0.31847078,0.067692965,0.08284349,0.043652274,0.28461555,0.12086663,0.07446332,-0.12396255,0.21430716,0.03755288,0.27850518,0.12741297,0.2258306,0.03830546,0.21311612,0.15808153,0.20327526,0.20538862,0.317681,0.118283525,0.03912451,0.39627588,0.007008098,0.029740233,-0.160738,0.23089577,-0.19000253,0.24105908,0.26501015,0.1647859,0.27861416,0.27541435,0.23912084,0.13963735,0.17450404,0.23594086,0.24637179,-0.21384655,0.05090574,0.78177786,0.26313645,0.10623539,0.013645617,0.09488374,0.18242465,0.2062732,0.2594843,-0.14217103,0.17507674,0.25805187,1.0,0.22490132,0.23327473,0.1171841,0.04440976,-0.0015643258,0.0782024,0.069488436,0.24493797,0.21635161,0.78017277,0.20036337,0.006740406
SLC7A9,-0.0992226,0.84238195,-0.03463968,0.81614023,-0.05062446,0.24783128,0.8011898,-0.05407664,-0.09810171,0.87748253,0.08720513,0.101146385,0.0961418,0.8507668,0.020712871,-0.10506655,0.22456247,0.019115403,0.021580556,0.03152539,-0.041063495,-0.0055993944,0.08224088,0.1572782,-0.041727886,0.0051722117,-0.0816957,0.217462,0.8938321,0.7781198,0.8378552,-0.026659127,0.7590867,-0.0027931333,-0.0109869465,0.01454778,0.084163524,0.8300688,-0.013232887,-0.067085594,-0.093286514,-0.03682096,-0.0013781842,0.006681815,0.117339194,0.86810255,0.06774126,0.8893432,0.82994074,0.8664122,0.77805215,0.80609614,0.86767256,0.8951194,0.82347107,0.81066287,0.82803226,0.015925122,0.013106032,0.1993004,0.8151468,0.3643601,0.24849656,-0.116224915,0.86144304,-0.022073563,0.8408279,0.11682931,0.9104736,0.82446235,0.22490132,1.0,0.8234072,0.06443089,-0.06276226,-0.14524844,0.3077971,0.347889,0.75770396,-0.03725367,0.15776132,-0.10637151,-0.023517188
SLCO6A1,-0.03912215,0.804302,0.028691342,0.7610663,-0.007781828,0.253611,0.72795343,-0.021341229,-0.03695944,0.80037344,0.09719053,0.12837283,0.11474697,0.8133073,-0.026123963,-0.048800826,0.21180335,-0.048788942,-0.004240431,0.052198756,-0.0068449527,-0.027961649,0.08566745,0.13492222,0.0063911304,0.004803896,-0.03165307,0.19162755,0.8498348,0.7560425,0.80065286,-0.0014801845,0.7151006,0.0021100044,0.0046431217,0.028708532,0.09739886,0.7989329,0.046440344,-0.022444878,-0.03831321,-0.0038640779,0.014485892,0.00058281794,0.074884325,0.8251871,0.003283048,0.8389601,0.810096,0.7918329,0.729376,0.74425375,0.8217065,0.8451728,0.7669891,0.81415844,0.74907523,-0.045046844,0.0038768481,0.1605712,0.75199676,0.30901945,0.21375379,-0.058699686,0.8586606,0.031734735,0.7767605,0.041173756,0.8348192,0.79099286,0.23327473,0.8234072,1.0,0.047199093,-0.05589,-0.12829573,0.29951647,0.3225658,0.6733159,-0.011953145,0.14214534,-0.033533875,-0.036669724
SOSTDC1,0.058041073,0.07871698,0.10101968,0.082991265,0.115981095,0.066060655,0.09451023,0.13064454,0.08309461,-0.0042710267,0.09969756,0.07801724,0.10041333,-0.0073523745,-0.0035967398,0.116256975,0.10969863,-0.0058988784,-0.026840549,0.10920627,0.09381959,0.8189461,-0.09753525,-0.10131613,0.10548449,0.043182343,0.13484405,0.071971335,0.053659275,0.049058717,0.09269491,0.11878808,0.009937536,-0.05810076,0.05852411,0.059571937,0.110101275,-0.002185896,0.115555756,0.087862015,0.080779746,0.13182044,0.089729905,0.07740222,0.013708512,0.042402532,0.02442048,0.032783933,0.05814776,0.072100386,0.07963799,0.07999961,0.042914666,0.037289873,0.026363607,0.01182111,0.055668704,0.09383166,0.07034241,0.12365318,0.10496958,-0.02286719,-0.05129197,0.07493928,0.06843944,0.09229947,0.07711879,0.011173107,0.043213792,0.0682784,0.1171841,0.06443089,0.047199093,1.0,0.032059535,0.0038877241,0.050514534,0.08038984,0.037380323,0.07488276,0.11647801,0.058734566,-0.0517562
SPSB1,0.09223537,-0.07094982,0.0940948,-0.0273006,0.07723422,-0.1931122,-0.05254574,0.098216884,0.008238897,-0.108874485,0.6256337,0.46394396,0.43332818,-0.0753757,-0.05147652,0.09338756,0.03882827,-0.005796939,0.019269202,0.103837244,0.15648827,-0.047290146,-0.27465,-0.31744143,0.09095599,0.05803759,0.08612832,-0.19433999,-0.08627117,-0.13347045,-0.06526815,0.061248753,-0.09249684,-0.09085758,0.05859199,0.00904268,0.08187416,-0.106937535,0.17136522,0.032615148,0.062085494,0.1590903,-0.028606966,-0.03498119,-0.06796825,-0.121597186,0.0015604051,-0.080075726,-0.066333756,-0.06285311,0.01734325,-0.096359074,-0.08660864,-0.09800976,-0.05859136,-0.10347829,-0.046843417,0.001931306,-0.06740466,0.12132657,-0.087649465,0.100179605,0.1290856,0.07624472,-0.06318432,0.082028404,-0.08046833,-0.019651333,-0.117593676,-0.06302793,0.04440976,-0.06276226,-0.05589,0.032059535,1.0,0.8155253,0.0036850534,-0.05339454,-0.058332793,0.0692719,0.11407572,0.09298063,-0.06231092
SPSB4,0.17878306,-0.12694934,0.20530427,-0.08002719,0.1617282,-0.14314738,-0.11337885,0.20677848,0.10366611,-0.17926829,0.5316664,0.3851822,0.3249805,-0.16768752,-0.05409185,0.18519689,-0.0061553977,0.02679836,0.075483486,0.17636137,0.2607143,-0.07980794,-0.18715218,-0.21662769,0.1647748,0.122240365,0.21003944,-0.19689757,-0.16144274,-0.17840278,-0.1393049,0.1454792,-0.14182007,-0.04769738,0.06973569,-0.0034513324,0.15984578,-0.15246311,0.24709505,0.15938592,0.16413188,0.23463613,0.03760148,0.010217778,-0.06782959,-0.1863731,-0.024906985,-0.15318318,-0.14485368,-0.12375483,-0.048522417,-0.12620974,-0.16037579,-0.15582639,-0.100865014,-0.14960277,-0.126877,-0.012873865,-0.021510154,0.12373451,-0.17426346,0.047869727,0.05036725,0.18459582,-0.14378229,0.17153104,-0.15771589,-0.053180024,-0.1753949,-0.12477541,-0.0015643258,-0.14524844,-0.12829573,0.0038877241,0.8155253,1.0,-0.0054095015,-0.07212704,-0.16412307,0.13235164,0.11163613,0.17163932,-0.020547515
SYT1,0.03324235,0.32645577,0.024669174,0.29148555,-0.011782436,0.17778453,0.36280268,-0.021339193,-0.044611696,0.3286258,0.15318137,0.17853221,0.11900231,0.3166447,0.09888645,0.014138376,0.077456325,0.06968361,0.054221045,0.053030748,0.015216323,0.015432265,0.086617544,0.1087597,0.009697467,0.015670378,0.06362769,0.2848575,0.31939662,0.26811016,0.25696492,0.050151512,0.30236453,0.092146225,0.11770544,0.10006324,0.0559412,0.28409934,0.07316609,0.005977381,0.027475871,-0.0069496185,0.14554182,0.12810403,0.12565196,0.3164523,0.069920056,0.3525689,0.2877277,0.27235907,0.38080654,0.23914148,0.3400218,0.28967747,0.24125782,0.319961,0.3256458,0.017214922,0.14818618,0.05225145,0.33823746,0.21037252,0.24148424,0.029105676,0.31124386,0.077996194,0.33226246,0.0033351965,0.30250385,0.30412418,0.0782024,0.3077971,0.29951647,0.050514534,0.0036850534,-0.0054095015,1.0,0.8501428,0.37096986,0.10206814,0.017596181,0.045977242,0.117551215
SYT2,-0.10469058,0.35527456,-0.10646788,0.31858596,-0.119138926,0.20491862,0.35822582,-0.12495326,-0.15841778,0.35560367,0.09496686,0.14474483,0.06977813,0.36107293,0.1331766,-0.10047878,0.045877494,0.011257522,-0.028843548,-0.062966906,-0.11239371,0.024090849,0.094156295,0.11980657,-0.05982382,-0.07294373,-0.05826129,0.29059172,0.3418957,0.35291255,0.28403467,-0.07671297,0.2900954,0.09240482,0.032808993,0.019366883,-0.045094676,0.2992224,-0.029766124,-0.10658928,-0.09577893,-0.10946182,0.14715189,0.14504957,0.16083966,0.33928698,0.12563583,0.38752896,0.3104435,0.3177862,0.38630682,0.24784532,0.37382036,0.34913415,0.30523774,0.33319628,0.30816215,0.0853991,0.16717577,0.045322306,0.320257,0.23835596,0.25071108,-0.105113685,0.3556245,-0.054677896,0.33673555,0.08019798,0.36870617,0.30750638,0.069488436,0.347889,0.3225658,0.08038984,-0.05339454,-0.07212704,0.8501428,1.0,0.3323168,-0.049005836,0.030019779,-0.06922941,0.08498693
TSPAN32,-0.020793844,0.72918487,-0.007956885,0.6909695,-0.031689204,0.19721374,0.8282616,0.0071681216,-0.07829114,0.6597779,0.09236139,0.13471931,0.09598137,0.6723241,-0.11033461,-0.055492148,0.21814996,-0.11262555,-0.06307429,0.06804673,-0.026507115,0.027327217,0.10540139,0.13770163,-0.008289162,0.06882325,-0.020059334,0.18400663,0.7500417,0.48130167,0.75026727,0.015266415,0.7223939,0.07540524,0.038413268,0.0728528,0.13348222,0.7417481,0.02305328,-0.025939452,-0.045272376,-0.0060411543,0.010553852,0.00911865,-0.007692147,0.7385781,-0.08006835,0.7928617,0.72890955,0.6336101,0.7531142,0.70166564,0.7157395,0.66217357,0.5655935,0.64693713,0.6985885,-0.165044,0.036365356,0.1835813,0.78105795,0.41041645,0.2968324,-0.051965225,0.65532,0.018776426,0.73535323,-0.061439186,0.69548684,0.76134163,0.24493797,0.75770396,0.6733159,0.037380323,-0.058332793,-0.16412307,0.37096986,0.3323168,1.0,0.019858504,0.11531315,-0.013442087,0.021183921
TUFM,0.75995666,-0.027667984,0.6917067,-0.01620844,0.79686105,0.007318167,-0.0139884055,0.6492795,0.7362292,-0.07386336,-0.015605357,-0.031120727,0.02825074,-0.0028702505,-0.103669904,0.8104576,0.18040743,0.22140497,0.29256266,0.7441053,0.8011472,0.014491348,0.08047032,0.003026899,0.75739217,0.6781072,0.77194,0.01828108,-0.03572528,-0.09740537,-0.0028588586,0.81252545,-0.015927449,-0.052836604,0.199465,0.17974532,0.69024426,-0.012086948,0.79231143,0.7258985,0.7933438,0.7612341,-0.03704628,-0.013156838,-0.107038505,0.0012904294,-0.15068349,-0.05994097,-0.013679387,-0.04248086,0.040152468,0.05212634,-0.0902674,-0.07210621,-0.06035599,0.024928749,-0.0015931688,-0.14008938,0.024936091,0.23282352,0.033501305,-0.060372192,-0.06686938,0.80445755,-0.02439243,0.8537964,-0.0061401725,-0.18007939,-0.04001102,0.02771649,0.21635161,-0.03725367,-0.011953145,0.07488276,0.0692719,0.13235164,0.10206814,-0.049005836,0.019858504,1.0,0.28255188,0.7813958,0.017902028
UCP2,0.15762156,0.14921309,0.48294407,0.20379561,0.23064113,-0.0695565,0.18554686,0.5102453,0.06889899,0.13787329,-0.0022793412,0.010918032,0.03349597,0.13122018,-0.17175946,0.15272906,0.7678845,0.13324273,0.21357185,0.4384563,0.42184645,0.059954755,0.0546598,0.01957621,0.339773,0.15468258,0.16456902,-0.13634126,0.12538503,0.040214755,0.21098968,0.19963318,0.149742,-0.03072202,0.20499824,0.12025187,0.27918047,0.14790055,0.3978096,0.19480608,0.0987714,0.5091053,-0.08835082,-0.055182625,-0.16898136,0.13418365,-0.18973163,0.17403647,0.17853852,0.15001786,0.19471024,0.23916276,0.15946984,0.10690868,0.18104985,0.19474372,0.19155473,-0.17167452,-0.03425542,0.815621,0.14925936,0.0059609525,-0.047070414,0.20231608,0.14305393,0.2856709,0.19103697,-0.1533644,0.14110504,0.19157797,0.78017277,0.15776132,0.14214534,0.11647801,0.11407572,0.11163613,0.017596181,0.030019779,0.11531315,0.28255188,1.0,0.28941193,-0.027165297
UQCRFS1,0.76793283,-0.07189223,0.77001804,-0.039272994,0.695233,-0.039092872,-0.06440542,0.7434128,0.6735724,-0.14933331,0.00033327937,0.012008556,0.06744239,-0.060704708,-0.11729644,0.72959167,0.20492932,0.236397,0.3156197,0.7845118,0.81883466,0.008556469,0.09464809,-0.024525346,0.7757555,0.62400997,0.7611771,-0.048965298,-0.11589855,-0.1384975,-0.027980085,0.7547917,-0.050109085,-0.011184046,0.2207421,0.19541638,0.7388649,-0.058661234,0.80723965,0.7554481,0.722255,0.7803217,-0.06624381,-0.016927395,-0.1376232,-0.05205491,-0.17540127,-0.10595843,-0.06013546,-0.08503713,0.04740739,0.012226481,-0.15712312,-0.1387803,-0.117693804,-0.0021212306,-0.056111373,-0.13604335,0.03406366,0.25817984,-0.028294306,-0.1438159,-0.14612976,0.8101123,-0.08512297,0.81531376,-0.061579056,-0.18062392,-0.0909559,-0.014270665,0.20036337,-0.10637151,-0.033533875,0.058734566,0.09298063,0.17163932,0.045977242,-0.06922941,-0.013442087,0.7813958,0.28941193,1.0,0.048166998
VSIR,-0.040498145,-0.039440017,0.037536364,-0.060888566,0.006100405,0.07742277,-0.0021718852,0.048223387,0.016101833,-0.048725277,-0.03586164,-0.013096511,-0.07043083,-0.012365501,-0.07122857,0.010518881,0.039083272,0.12503095,0.058306642,0.031240176,0.033610694,0.046464324,0.0038471948,-0.041400906,0.028029496,-0.015264015,0.05702413,0.09007831,-0.03470093,-0.0110358475,-0.09938006,0.01351491,-0.05934602,0.8193463,-0.08156698,-0.061550487,0.07356818,-0.08323643,-0.0140651725,-0.1086954,0.019729495,0.024130546,0.14404187,0.24637315,-0.0768172,-0.013992749,-0.10434035,-0.047750432,-0.06506647,-0.026409257,-0.0071356595,-0.0659498,-0.04277728,-0.017600264,-0.026274387,-0.041120652,-0.051866245,-0.12300319,0.21712366,0.0024033561,-0.0657096,-0.09196802,-0.035057954,-0.0154275745,-0.035735965,-0.0023226235,-0.053000502,-0.09709611,-0.052845508,-0.031295445,0.006740406,-0.023517188,-0.036669724,-0.0517562,-0.06231092,-0.020547515,0.117551215,0.08498693,0.021183921,0.017902028,-0.027165297,0.048166998,1.0
